,genome_id,genome_name,taxon_id,genome_status,genome_length,gc_content,contig_l50,contig_n50,chromosomes,plasmids,contigs,patric_cds,refseq_cds,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
302387,562.28563,Escherichia coli strain AR_0374,562,Complete,5022669,50.848305,1.0,4877957.0,1.0,3.0,4,4914.0,4834.0,90.0,,99.2,99.6,0.4,,2018-05-26T06:12:22.332Z
302388,562.29003,Escherichia coli strain AR_0378,562,WGS,5496158,50.76184,1.0,5284180.0,,,7,5682.0,5600.0,90.0,,97.9,100.0,0.4,,2018-05-30T17:00:31.345Z
302389,562.33281,Escherichia coli strain AR_0433,562,WGS,4834035,50.77735,1.0,4761984.0,,,6,4727.0,4576.0,91.0,,98.7,100.0,1.8,,2018-09-29T19:04:26.026Z
302390,562.3328,Escherichia coli strain AR_0450,562,WGS,5092916,50.63553,1.0,4925960.0,,,3,5004.0,4945.0,87.0,,99.3,100.0,0.0,,2018-09-29T19:02:35.451Z
302391,562.30435,Escherichia coli strain AR_451,562,Complete,5165626,50.764168,1.0,4989783.0,1.0,7.0,8,5168.0,5016.0,90.0,,98.2,100.0,0.4,,2018-07-16T11:41:37.997Z
302392,562.30434,Escherichia coli strain AR_452,562,Complete,4958222,50.881485,1.0,4818472.0,1.0,3.0,4,4861.0,4782.0,88.0,,99.3,100.0,0.0,,2018-07-16T11:41:19.249Z
302558,562.53932,Escherichia coli strain AUSMDU00002545,562,Complete,5647778,50.47716,1.0,5553138.0,1.0,1.0,2,5895.0,5464.0,108.0,,96.5,,,,2019-12-30T20:26:13.078Z
302559,562.52722,Escherichia coli strain AUSMDU00014361,562,Complete,5774445,50.653336,1.0,5570476.0,1.0,3.0,4,6165.0,5675.0,108.0,,98.5,,,,2019-11-25T19:57:51.026Z
303192,562.42759,Escherichia coli strain BR02-DEC,562,WGS,5001880,50.74076,10.0,185513.0,,,122,4964.0,,74.0,,99.0,,,,2019-03-24T02:02:06.266Z
303194,562.45394,Escherichia coli strain BR03-DEC,562,Complete,5038603,50.764866,1.0,5038603.0,1.0,,1,5150.0,4914.0,80.0,,98.9,,,,2019-07-14T12:57:15.958Z
303195,562.45395,Escherichia coli strain BR07-DEC,562,Complete,5087428,50.744022,1.0,5052397.0,1.0,2.0,3,5243.0,5012.0,82.0,,98.7,,,,2019-07-14T12:57:40.092Z
303196,562.45396,Escherichia coli strain BR10-DEC,562,Complete,5094768,50.76092,1.0,5058724.0,1.0,5.0,6,5178.0,4962.0,81.0,,98.4,,,,2019-07-14T13:02:16.502Z
303197,562.45397,Escherichia coli strain BR12-DEC,562,Complete,4848972,50.6427,1.0,4824995.0,1.0,4.0,5,4986.0,4748.0,80.0,,99.0,,,,2019-07-14T12:59:10.344Z
303198,562.45398,Escherichia coli strain BR14-DEC,562,Complete,5110451,50.631485,1.0,5110451.0,1.0,,1,5318.0,5072.0,81.0,,98.7,,,,2019-07-14T12:59:28.451Z
303199,562.45399,Escherichia coli strain BR25-DEC,562,Complete,4960880,50.518612,1.0,4818513.0,1.0,3.0,4,5091.0,4846.0,83.0,,98.9,,,,2019-07-14T12:59:25.559Z
303200,562.454,Escherichia coli strain BR29-DEC,562,Complete,5010100,50.818615,1.0,4807613.0,1.0,13.0,14,5120.0,4902.0,78.0,,98.8,,,,2019-07-14T12:59:36.634Z
303201,562.45401,Escherichia coli strain BR32-DEC,562,Complete,4848573,50.79566,1.0,4838618.0,1.0,2.0,3,4954.0,4715.0,79.0,,99.3,,,,2019-07-14T13:01:22.444Z
303203,562.45403,Escherichia coli strain BR64-DEC,562,Complete,5030024,50.83097,1.0,4845984.0,1.0,7.0,8,5141.0,4915.0,79.0,,98.9,,,,2019-07-14T13:05:32.670Z
303335,562.7633,Escherichia coli strain BfR-EC-17374,562,WGS,5187271,50.513554,15.0,108938.0,0.0,0.0,302,5362.0,,92.0,,98.9,,,,2021-06-26T01:07:15.312Z
304236,562.65781,Escherichia coli strain CFS0344,562,WGS,4827020,50.583115,14.0,125453.0,0.0,0.0,172,4825.0,,74.0,,98.7,,,,2020-10-28T22:00:56.472Z
304237,562.65785,Escherichia coli strain CFS0345,562,WGS,4818206,50.582874,13.0,125453.0,0.0,0.0,182,4811.0,,74.0,,98.6,,,,2020-10-28T22:00:36.123Z
304238,562.65786,Escherichia coli strain CFS0347,562,WGS,4997862,50.757965,6.0,255452.0,0.0,0.0,147,5005.0,,78.0,,99.0,,,,2020-10-28T22:00:34.806Z
304239,562.65783,Escherichia coli strain CFS0348,562,WGS,5266774,50.423122,13.0,147418.0,0.0,0.0,203,5258.0,,82.0,,98.2,,,,2020-10-28T22:00:55.126Z
304240,562.65784,Escherichia coli strain CFS0349,562,WGS,5064862,50.21586,63.0,24383.0,0.0,0.0,454,5530.0,,82.0,,94.2,,,,2020-10-28T22:00:44.863Z
304241,562.65782,Escherichia coli strain CFS0350,562,WGS,4731157,50.077835,85.0,15521.0,0.0,0.0,520,5219.0,,71.0,,91.8,,,,2020-10-28T22:00:57.794Z
304242,562.6578,Escherichia coli strain CFS0351,562,WGS,4793603,50.39673,16.0,93059.0,0.0,0.0,150,4825.0,,76.0,,98.1,,,,2020-10-28T22:00:33.433Z
304243,562.65787,Escherichia coli strain CFS0354,562,WGS,4673665,50.352497,15.0,109871.0,0.0,0.0,117,4637.0,,74.0,,97.8,,,,2020-10-28T22:01:00.513Z
304244,562.65789,Escherichia coli strain CFS0355,562,WGS,5170255,50.314888,18.0,88266.0,0.0,0.0,193,5280.0,,83.0,,97.3,,,,2020-10-28T22:00:39.749Z
304245,562.6579,Escherichia coli strain CFS0356,562,WGS,5131097,50.23218,25.0,71733.0,0.0,0.0,220,5258.0,,84.0,,96.6,,,,2020-10-28T22:00:59.222Z
304246,562.65788,Escherichia coli strain CFS0359,562,WGS,4763832,50.658104,14.0,113188.0,0.0,0.0,117,4711.0,,72.0,,99.3,,,,2020-10-28T22:00:41.204Z
304247,562.65791,Escherichia coli strain CFS0360,562,WGS,4693519,50.57574,22.0,63530.0,0.0,0.0,173,4706.0,,79.0,,98.0,,,,2020-10-28T22:00:42.431Z
304560,562.28132,Escherichia coli strain CRE1493,562,,5256088,,,,,,6,5546.0,5525.0,,,98.7,100.0,0.4,,2018-05-25T12:18:51.270Z
304562,562.28131,Escherichia coli strain CRE1540,562,,5464248,,,,,,5,5785.0,5737.0,,,98.8,100.0,0.0,,2018-05-25T12:19:01.101Z
305259,562.4276,Escherichia coli strain Cattle,562,WGS,4789939,49.84128,138.0,10046.0,,,1075,5704.0,,52.0,,91.7,,,,2019-03-24T01:59:26.838Z
305308,562.7734,Escherichia coli strain Colony154,562,Complete,4733683,51.214714,1.0,4733683.0,1.0,0.0,1,4382.0,,82.0,,98.8,,,,2021-08-01T19:14:10.301Z
305601,562.65798,Escherichia coli strain E003488,562,WGS,4806048,50.53439,10.0,173559.0,0.0,0.0,102,4786.0,,81.0,,98.5,,,,2020-10-30T14:27:56.741Z
305602,562.65799,Escherichia coli strain E006910,562,WGS,4905905,50.524338,11.0,163642.0,0.0,0.0,116,4904.0,,81.0,,98.5,,,,2020-10-29T01:19:24.211Z
306306,562.7755,Escherichia coli strain EC6041 / O11:H25 / fimH1356 / 3381 (ST Warwick) strain EC6041 / O11:H25 / fimH1356 / 3381 (ST Warwick) strain EC6041 / O11:H25 / fimH1356 / 3381 (ST Warwick),562,WGS,5212545,50.529617,10.0,146674.0,0.0,0.0,113,5125.0,,84.0,,98.3,,,,2021-08-02T00:14:41.939Z
306897,562.45661,Escherichia coli strain EC_01,562,WGS,5139685,50.419796,12.0,169869.0,,,118,5369.0,5100.0,72.0,,98.7,,,,2019-07-14T14:58:05.252Z
306898,562.45673,Escherichia coli strain EC_02,562,WGS,5095961,50.600574,14.0,108048.0,,,160,5331.0,5056.0,60.0,,98.6,,,,2019-07-14T14:59:25.420Z
306899,562.45649,Escherichia coli strain EC_03,562,WGS,4942762,50.424965,21.0,79105.0,,,170,5099.0,4853.0,63.0,,99.0,,,,2019-07-14T14:48:40.298Z
306900,562.45641,Escherichia coli strain EC_05,562,WGS,4789890,50.44485,9.0,193354.0,,,87,4943.0,4685.0,66.0,,98.6,,,,2019-07-14T14:49:19.398Z
306901,562.45676,Escherichia coli strain EC_06,562,WGS,5180434,50.48229,15.0,123953.0,,,116,5403.0,5132.0,71.0,,98.8,,,,2019-07-14T15:02:10.800Z
306902,562.45675,Escherichia coli strain EC_07,562,WGS,4959102,50.599583,16.0,111616.0,,,123,5130.0,4864.0,62.0,,99.0,,,,2019-07-14T15:04:53.730Z
306904,562.45663,Escherichia coli strain EC_08,562,WGS,4896822,50.520393,19.0,89655.0,,,174,5114.0,4849.0,65.0,,98.6,,,,2019-07-14T14:58:53.588Z
306905,562.45674,Escherichia coli strain EC_09,562,WGS,5711198,50.40711,11.0,144285.0,,,175,6055.0,5669.0,71.0,,99.1,,,,2019-07-14T15:01:32.380Z
306907,562.45677,Escherichia coli strain EC_10,562,WGS,5045559,50.458515,11.0,166430.0,,,115,5315.0,5038.0,69.0,,99.0,,,,2019-07-14T15:05:15.519Z
306909,562.45669,Escherichia coli strain EC_100,562,WGS,4707155,50.877438,6.0,346380.0,,,50,4677.0,4461.0,67.0,,99.3,,,,2019-07-14T14:57:04.565Z
306910,562.45656,Escherichia coli strain EC_101,562,WGS,5101389,50.71673,12.0,166971.0,,,145,5389.0,5107.0,71.0,,98.8,,,,2019-07-14T14:57:07.041Z
306911,562.45671,Escherichia coli strain EC_102,562,WGS,4706036,50.876854,6.0,327543.0,,,52,4666.0,4456.0,64.0,,99.3,,,,2019-07-14T14:58:57.271Z
306912,562.45662,Escherichia coli strain EC_103,562,WGS,4938701,50.626816,18.0,87617.0,,,182,5208.0,4930.0,62.0,,98.5,,,,2019-07-14T14:54:41.235Z
306913,562.45648,Escherichia coli strain EC_104,562,WGS,4788138,50.438553,8.0,201332.0,,,85,4939.0,4687.0,72.0,,98.6,,,,2019-07-14T14:47:38.114Z
306914,562.45659,Escherichia coli strain EC_11,562,WGS,5627615,50.107456,11.0,135464.0,,,142,5919.0,5611.0,63.0,,98.4,,,,2019-07-14T14:54:00.680Z
306916,562.45665,Escherichia coli strain EC_12,562,WGS,4694035,50.873276,18.0,86606.0,,,135,4840.0,4600.0,61.0,,98.8,,,,2019-07-14T14:58:29.205Z
306918,562.45651,Escherichia coli strain EC_13,562,WGS,4754138,50.607914,8.0,209894.0,,,71,4817.0,4587.0,69.0,,98.6,,,,2019-07-14T14:49:16.828Z
306942,562.45657,Escherichia coli strain EC_16,562,WGS,4908844,50.62806,11.0,147696.0,,,119,5045.0,4801.0,67.0,,98.2,,,,2019-07-14T14:56:41.833Z
306952,562.45668,Escherichia coli strain EC_17,562,WGS,4956235,50.601624,9.0,193325.0,,,74,5101.0,4836.0,71.0,,99.5,,,,2019-07-14T14:57:09.779Z
306965,562.45655,Escherichia coli strain EC_20,562,WGS,4973665,50.520058,40.0,40577.0,,,272,5228.0,4954.0,64.0,,96.7,,,,2019-07-14T14:52:29.718Z
306967,562.45645,Escherichia coli strain EC_21,562,WGS,5081351,50.45926,12.0,154151.0,,,121,5340.0,5060.0,65.0,,99.0,,,,2019-07-14T14:46:15.029Z
306970,562.45617,Escherichia coli strain EC_22,562,WGS,4705449,50.874523,10.0,148178.0,,,74,4692.0,4473.0,68.0,,99.3,,,,2019-07-14T14:34:47.198Z
306972,562.45633,Escherichia coli strain EC_23,562,WGS,5211642,50.27387,11.0,154574.0,,,99,5494.0,5165.0,68.0,,98.4,,,,2019-07-14T14:42:23.314Z
306974,562.45637,Escherichia coli strain EC_24,562,WGS,5064786,50.467686,13.0,161262.0,,,133,5279.0,4996.0,62.0,,98.7,,,,2019-07-14T14:44:35.907Z
306976,562.4563,Escherichia coli strain EC_25,562,WGS,5315401,50.403233,12.0,165650.0,,,144,5471.0,5206.0,61.0,,98.6,,,,2019-07-14T14:39:55.157Z
306982,562.45646,Escherichia coli strain EC_26,562,WGS,5313251,50.397007,11.0,180792.0,,,125,5567.0,5284.0,63.0,,98.4,,,,2019-07-14T14:50:23.137Z
306983,562.45615,Escherichia coli strain EC_27,562,WGS,5147402,50.430485,12.0,162953.0,,,110,5429.0,5122.0,65.0,,98.8,,,,2019-07-14T14:34:06.466Z
306985,562.45652,Escherichia coli strain EC_28,562,WGS,5034179,50.569134,18.0,86744.0,,,170,5427.0,5129.0,74.0,,98.7,,,,2019-07-14T14:49:26.924Z
306991,562.45639,Escherichia coli strain EC_29,562,WGS,4863597,50.58994,21.0,71116.0,,,187,5083.0,4833.0,57.0,,98.7,,,,2019-07-14T14:44:37.482Z
306993,562.4564,Escherichia coli strain EC_30,562,WGS,4894030,50.52313,17.0,89476.0,,,164,5096.0,4840.0,61.0,,98.5,,,,2019-07-14T14:48:29.247Z
306995,562.45643,Escherichia coli strain EC_31,562,WGS,5083324,50.70568,14.0,116661.0,,,177,5381.0,5105.0,66.0,,98.7,,,,2019-07-14T14:49:46.282Z
306997,562.45632,Escherichia coli strain EC_32,562,WGS,5162477,50.630264,10.0,180978.0,,,131,5390.0,5124.0,64.0,,98.6,,,,2019-07-14T14:41:20.429Z
307001,562.45628,Escherichia coli strain EC_33_B,562,WGS,5002966,50.574493,9.0,192498.0,,,86,5122.0,4880.0,76.0,,99.2,,,,2019-07-14T14:38:56.623Z
307004,562.45647,Escherichia coli strain EC_34_A,562,WGS,5009844,50.738026,18.0,95369.0,,,162,5389.0,5061.0,67.0,,97.6,,,,2019-07-14T14:47:41.724Z
307005,562.45625,Escherichia coli strain EC_34_B,562,WGS,5010395,50.51452,17.0,103016.0,,,160,5169.0,4902.0,62.0,,98.7,,,,2019-07-14T14:41:09.613Z
307006,562.4567,Escherichia coli strain EC_35_A,562,WGS,4854843,50.577,11.0,167412.0,,,83,4951.0,4706.0,62.0,,98.8,,,,2019-07-14T14:58:03.685Z
307007,562.45666,Escherichia coli strain EC_35_B,562,WGS,5189000,50.680286,10.0,194589.0,,,137,5478.0,5199.0,60.0,,98.5,,,,2019-07-14T14:58:58.734Z
307008,562.45667,Escherichia coli strain EC_36,562,WGS,4948667,50.60264,17.0,94460.0,,,147,5141.0,4902.0,61.0,,98.7,,,,2019-07-14T14:56:03.825Z
307010,562.45664,Escherichia coli strain EC_37,562,WGS,4975913,50.753956,14.0,108979.0,,,133,5132.0,4920.0,62.0,,98.6,,,,2019-07-14T14:58:52.113Z
307012,562.4566,Escherichia coli strain EC_38,562,WGS,4998806,50.567677,16.0,99766.0,,,119,5134.0,4897.0,77.0,,99.3,,,,2019-07-14T14:54:39.701Z
307013,562.45658,Escherichia coli strain EC_39,562,WGS,5066664,50.671043,17.0,89231.0,,,177,5323.0,5040.0,65.0,,98.7,,,,2019-07-14T14:53:37.811Z
307016,562.45654,Escherichia coli strain EC_40,562,WGS,4937942,50.712097,10.0,123591.0,,,129,5098.0,4880.0,64.0,,98.8,,,,2019-07-14T14:52:24.337Z
307019,562.45653,Escherichia coli strain EC_42,562,WGS,5031242,50.434948,9.0,191444.0,,,103,5297.0,5010.0,65.0,,98.2,,,,2019-07-14T14:51:16.287Z
307021,562.4565,Escherichia coli strain EC_43,562,WGS,4915770,50.609108,10.0,181597.0,,,98,5059.0,4815.0,56.0,,99.0,,,,2019-07-14T14:48:31.524Z
307022,562.45644,Escherichia coli strain EC_44,562,WGS,5193862,50.461594,15.0,110525.0,,,186,5430.0,5152.0,63.0,,99.0,,,,2019-07-14T14:49:38.438Z
307024,562.45642,Escherichia coli strain EC_45,562,WGS,5015573,50.515842,16.0,122322.0,,,147,5171.0,4899.0,63.0,,98.6,,,,2019-07-14T14:49:34.617Z
307030,562.45638,Escherichia coli strain EC_46,562,WGS,4855517,50.658474,9.0,204336.0,,,49,4950.0,4699.0,66.0,,99.1,,,,2019-07-14T14:47:45.179Z
307031,562.45635,Escherichia coli strain EC_47,562,WGS,4902068,50.53064,15.0,114102.0,,,127,5085.0,4825.0,69.0,,98.8,,,,2019-07-14T14:43:57.202Z
307032,562.45636,Escherichia coli strain EC_48,562,WGS,4914590,50.632545,12.0,123682.0,,,91,5039.0,4797.0,68.0,,99.1,,,,2019-07-14T14:43:55.549Z
307033,562.45634,Escherichia coli strain EC_49,562,WGS,4906620,50.625313,11.0,147874.0,,,121,5036.0,4792.0,62.0,,98.3,,,,2019-07-14T14:42:46.567Z
307035,562.45631,Escherichia coli strain EC_50,562,WGS,4940560,50.628197,18.0,87465.0,,,190,5224.0,4934.0,62.0,,98.4,,,,2019-07-14T14:39:38.800Z
307036,562.45629,Escherichia coli strain EC_51,562,WGS,5144007,50.373497,15.0,122389.0,,,161,5236.0,4990.0,63.0,,98.5,,,,2019-07-14T14:39:01.339Z
307037,562.45619,Escherichia coli strain EC_52,562,WGS,4722263,50.626595,10.0,194743.0,,,66,4779.0,4552.0,59.0,,98.8,,,,2019-07-14T14:36:32.700Z
307038,562.45616,Escherichia coli strain EC_54,562,WGS,5054500,50.531757,11.0,151196.0,,,144,5315.0,5032.0,67.0,,99.1,,,,2019-07-14T14:34:54.662Z
307040,562.45626,Escherichia coli strain EC_55,562,WGS,5400549,50.295578,13.0,110441.0,,,185,5613.0,5322.0,66.0,,98.5,,,,2019-07-14T14:38:02.672Z
307042,562.45624,Escherichia coli strain EC_56,562,WGS,4949638,50.44062,15.0,108822.0,,,158,5177.0,4871.0,61.0,,98.6,,,,2019-07-14T14:40:31.799Z
307045,562.45622,Escherichia coli strain EC_57,562,WGS,5711150,50.406124,12.0,126306.0,,,168,6058.0,5667.0,70.0,,99.0,,,,2019-07-14T14:37:40.427Z
307046,562.45621,Escherichia coli strain EC_58,562,WGS,5050245,50.67875,10.0,134162.0,,,153,5300.0,5030.0,67.0,,99.4,,,,2019-07-14T14:41:15.116Z
307047,562.45618,Escherichia coli strain EC_59,562,WGS,5104257,50.608788,13.0,154511.0,,,135,5307.0,5037.0,62.0,,98.6,,,,2019-07-14T14:39:46.535Z
307050,562.4562,Escherichia coli strain EC_60,562,WGS,5223809,50.50519,9.0,236950.0,,,75,5358.0,5135.0,71.0,,99.0,,,,2019-07-14T14:41:18.883Z
307051,562.45623,Escherichia coli strain EC_61,562,WGS,5194429,50.550014,10.0,189880.0,,,77,5439.0,5141.0,66.0,,98.6,,,,2019-07-14T14:41:12.324Z
307052,562.45672,Escherichia coli strain EC_62,562,WGS,4813021,50.686977,14.0,133359.0,,,138,4955.0,4709.0,62.0,,98.7,,,,2019-07-14T14:59:21.697Z
307053,562.45612,Escherichia coli strain EC_63,562,WGS,5084394,50.650173,16.0,92533.0,,,206,5410.0,5105.0,74.0,,98.9,,,,2019-07-14T14:32:03.146Z
307054,562.45613,Escherichia coli strain EC_64,562,WGS,5150128,50.57095,10.0,175506.0,,,112,5380.0,5117.0,68.0,,98.4,,,,2019-07-14T14:32:34.495Z
307055,562.45627,Escherichia coli strain EC_65,562,WGS,4676445,50.783676,11.0,147831.0,,,81,4724.0,4515.0,64.0,,99.3,,,,2019-07-14T14:41:46.840Z
307057,562.45589,Escherichia coli strain EC_66,562,WGS,5162565,50.4193,10.0,177075.0,,,84,5328.0,5073.0,70.0,,98.7,,,,2019-07-14T14:24:56.484Z
307058,562.45614,Escherichia coli strain EC_67,562,WGS,5042297,50.601685,12.0,159612.0,,,142,5264.0,4996.0,65.0,,98.9,,,,2019-07-14T14:34:09.444Z
307060,562.45608,Escherichia coli strain EC_68,562,WGS,5120348,50.534794,8.0,207694.0,,,97,5168.0,4932.0,61.0,,98.9,,,,2019-07-14T14:33:12.329Z
307065,562.45609,Escherichia coli strain EC_71,562,WGS,5118176,50.48193,11.0,177073.0,,,119,5334.0,5063.0,67.0,,99.0,,,,2019-07-14T14:30:01.582Z
307066,562.4559,Escherichia coli strain EC_72,562,WGS,4913080,50.712124,8.0,203341.0,,,57,5016.0,4798.0,63.0,,98.9,,,,2019-07-14T14:22:00.248Z
307068,562.45604,Escherichia coli strain EC_73,562,WGS,5048030,50.675156,14.0,129700.0,,,132,5240.0,4985.0,70.0,,98.6,,,,2019-07-14T14:32:00.610Z
307070,562.45605,Escherichia coli strain EC_74,562,WGS,5155761,50.553867,12.0,106443.0,,,138,5395.0,5108.0,81.0,,98.8,,,,2019-07-14T14:28:50.518Z
307072,562.45606,Escherichia coli strain EC_75,562,WGS,5272076,50.16837,13.0,135543.0,,,139,5481.0,5170.0,74.0,,98.6,,,,2019-07-14T14:32:12.485Z
307074,562.45594,Escherichia coli strain EC_76,562,WGS,4902401,50.466064,15.0,108150.0,,,165,5062.0,4764.0,59.0,,98.2,,,,2019-07-14T14:23:30.206Z
307075,562.456,Escherichia coli strain EC_77,562,WGS,5088929,50.68253,11.0,154185.0,,,103,5275.0,5014.0,69.0,,98.8,,,,2019-07-14T14:27:41.851Z
307077,562.45599,Escherichia coli strain EC_78,562,WGS,5008593,50.607826,11.0,180788.0,,,106,5183.0,4932.0,70.0,,99.2,,,,2019-07-14T14:31:02.504Z
307079,562.45593,Escherichia coli strain EC_79,562,WGS,5083775,50.521633,14.0,127468.0,,,146,5328.0,5039.0,58.0,,99.0,,,,2019-07-14T14:23:32.633Z
307082,562.4561,Escherichia coli strain EC_80,562,WGS,5090541,50.656464,13.0,106079.0,,,165,5378.0,5092.0,63.0,,99.0,,,,2019-07-14T14:30:09.564Z
307084,562.45597,Escherichia coli strain EC_81,562,WGS,4927011,50.57745,9.0,222445.0,,,77,4956.0,4743.0,61.0,,98.7,,,,2019-07-14T14:27:01.089Z
307086,562.45603,Escherichia coli strain EC_82,562,WGS,5275516,50.23536,12.0,157480.0,,,94,5466.0,5167.0,75.0,,98.6,,,,2019-07-14T14:32:08.557Z
307088,562.45592,Escherichia coli strain EC_83,562,WGS,5414126,50.412968,10.0,180840.0,,,141,5698.0,5401.0,65.0,,98.3,,,,2019-07-14T14:22:55.345Z
307090,562.45602,Escherichia coli strain EC_84,562,WGS,5133639,50.42951,13.0,156598.0,,,129,5424.0,5123.0,65.0,,98.8,,,,2019-07-14T14:32:05.795Z
307091,562.45591,Escherichia coli strain EC_85,562,WGS,4838799,50.607166,17.0,71924.0,,,159,4998.0,4756.0,66.0,,98.6,,,,2019-07-14T14:22:09.020Z
307093,562.45607,Escherichia coli strain EC_88,562,WGS,5217069,50.546757,15.0,129775.0,,,138,5491.0,5215.0,72.0,,98.0,,,,2019-07-14T14:28:53.359Z
307094,562.45587,Escherichia coli strain EC_89,562,WGS,5163262,50.423428,11.0,158895.0,,,90,5331.0,5070.0,73.0,,98.6,,,,2019-07-14T14:23:27.701Z
307096,562.45596,Escherichia coli strain EC_90,562,WGS,5032186,50.38027,17.0,88838.0,,,174,5347.0,5051.0,68.0,,98.2,,,,2019-07-14T14:25:24.378Z
307097,562.45601,Escherichia coli strain EC_92,562,WGS,4957753,50.60035,9.0,193325.0,,,76,5094.0,4833.0,74.0,,99.6,,,,2019-07-14T14:31:55.343Z
307098,562.45598,Escherichia coli strain EC_94,562,WGS,5126306,50.543434,9.0,209516.0,,,83,5161.0,4925.0,60.0,,99.0,,,,2019-07-14T14:27:03.767Z
307099,562.45585,Escherichia coli strain EC_95,562,WGS,5752811,50.440918,12.0,177330.0,,,181,6134.0,5755.0,73.0,,98.4,,,,2019-07-14T14:20:19.492Z
307100,562.45595,Escherichia coli strain EC_96,562,WGS,4910013,50.630676,10.0,182686.0,,,108,5028.0,4793.0,80.0,,98.3,,,,2019-07-14T14:25:00.483Z
307101,562.45611,Escherichia coli strain EC_97,562,WGS,4849274,50.54255,11.0,177075.0,,,75,4924.0,4689.0,60.0,,99.3,,,,2019-07-14T14:31:58.044Z
307102,562.45588,Escherichia coli strain EC_98,562,WGS,5187321,50.655445,12.0,184457.0,,,135,5380.0,5099.0,63.0,,98.7,,,,2019-07-14T14:20:22.570Z
307458,562.58773,Escherichia coli strain ENV103,562,WGS,4727257,50.669743,20.0,72751.0,0.0,0.0,175,4767.0,,78.0,,96.0,,,,2020-04-01T16:16:05.967Z
307459,562.58774,Escherichia coli strain ENV190,562,WGS,4785297,50.69934,7.0,225867.0,0.0,0.0,88,4748.0,,82.0,,96.4,,,,2020-04-01T16:16:04.173Z
307460,562.58775,Escherichia coli strain ENV210,562,WGS,4898294,50.68877,9.0,197978.0,0.0,0.0,72,4870.0,,80.0,,96.2,,,,2020-04-01T16:15:58.452Z
307461,562.58776,Escherichia coli strain ENV222,562,WGS,5011352,50.56813,9.0,161088.0,0.0,0.0,95,5011.0,,89.0,,96.5,,,,2020-04-01T16:15:56.643Z
307462,562.58777,Escherichia coli strain ENV225,562,WGS,4845862,50.48008,10.0,150843.0,0.0,0.0,100,4858.0,,84.0,,95.7,,,,2020-04-01T16:16:15.847Z
307463,562.58779,Escherichia coli strain ENV228,562,WGS,4694980,50.747692,7.0,208993.0,0.0,0.0,78,4594.0,,83.0,,96.5,,,,2020-04-01T16:15:48.088Z
307464,562.58778,Escherichia coli strain ENV233,562,WGS,4935296,50.79043,11.0,172194.0,0.0,0.0,124,4892.0,,80.0,,96.2,,,,2020-04-01T16:15:53.255Z
307465,562.5878,Escherichia coli strain ENV235,562,WGS,4951873,50.797546,11.0,172194.0,0.0,0.0,114,4917.0,,80.0,,96.2,,,,2020-04-01T16:16:07.859Z
307466,562.58781,Escherichia coli strain ENV316,562,WGS,4866590,50.67532,10.0,202214.0,0.0,0.0,100,4841.0,,82.0,,95.9,,,,2020-04-01T16:16:02.293Z
307467,562.58782,Escherichia coli strain ENV317,562,WGS,4866412,50.6752,10.0,202214.0,0.0,0.0,100,4837.0,,82.0,,95.9,,,,2020-04-01T16:16:00.312Z
307468,562.58783,Escherichia coli strain ENV323,562,WGS,4961129,50.737362,16.0,109802.0,0.0,0.0,127,4981.0,,80.0,,95.3,,,,2020-04-01T16:16:14.034Z
307469,562.58784,Escherichia coli strain ENV326,562,WGS,4959428,50.669514,11.0,159577.0,0.0,0.0,96,4938.0,,84.0,,96.5,,,,2020-04-01T16:05:43.043Z
307470,562.58785,Escherichia coli strain ENV388,562,WGS,5008742,50.86756,7.0,232208.0,0.0,0.0,99,4960.0,,79.0,,96.2,,,,2020-04-01T16:05:41.286Z
307471,562.58786,Escherichia coli strain ENV463,562,WGS,4773875,50.812977,16.0,107205.0,0.0,0.0,138,4761.0,,81.0,,96.5,,,,2020-04-01T16:05:44.653Z
307472,562.58769,Escherichia coli strain ENV49,562,WGS,4710102,50.614616,17.0,111621.0,0.0,0.0,121,4602.0,,81.0,,95.8,,,,2020-04-01T16:15:46.488Z
307473,562.5877,Escherichia coli strain ENV66,562,WGS,4959074,50.53732,8.0,217653.0,0.0,0.0,91,4906.0,,80.0,,96.2,,,,2020-04-01T16:15:51.403Z
307474,562.58787,Escherichia coli strain ENV663,562,WGS,4813119,50.706226,8.0,196792.0,0.0,0.0,63,4720.0,,84.0,,96.2,,,,2020-04-01T16:05:39.699Z
307475,562.58788,Escherichia coli strain ENV665,562,WGS,4812658,50.7067,7.0,212466.0,0.0,0.0,68,4721.0,,83.0,,96.2,,,,2020-04-01T16:16:17.421Z
307476,562.58771,Escherichia coli strain ENV68,562,WGS,4847008,50.6491,11.0,140589.0,0.0,0.0,109,4841.0,,79.0,,95.9,,,,2020-04-01T16:15:49.577Z
307477,562.58789,Escherichia coli strain ENV684,562,WGS,5147976,50.33314,8.0,179038.0,0.0,0.0,90,5144.0,,79.0,,95.9,,,,2020-04-01T16:16:22.724Z
307478,562.58791,Escherichia coli strain ENV704,562,WGS,4814254,50.60782,10.0,131343.0,0.0,0.0,103,4775.0,,80.0,,96.0,,,,2020-04-01T16:16:19.213Z
307479,562.5879,Escherichia coli strain ENV727,562,WGS,4791891,50.698963,9.0,180328.0,0.0,0.0,68,4712.0,,80.0,,96.5,,,,2020-04-01T16:26:25.669Z
